0.0	0 0.000 0 0.000 0 0.000 0 0.000 0 0.000 0 0.000 0 0.000 0 0.000 	0.000000	0	0.000000
1.0	2100 0.597 2100 0.600 2100 0.588 2100 0.000 1200 1.000 1200 1.000 1200 1.000 1200 1.000 	2795.330476	3	256.000000
2.0	2100 0.762 2100 0.700 2100 0.742 2100 0.731 1200 0.433 1200 0.683 1200 0.467 1200 0.482 	4040.431795	0	0.000000
3.0	2100 0.557 2100 0.410 2100 0.558 2100 0.592 1200 0.727 1200 0.843 1200 0.509 1200 0.902 	3098.683431	0	0.000000
4.0	2100 0.368 2100 0.570 2100 0.542 2100 0.583 1200 0.898 1200 0.643 1200 1.000 1200 1.000 	3097.479219	2	190.000000
5.0	2100 0.783 2100 0.740 2100 0.720 2100 0.728 1200 0.707 1200 0.573 1200 0.353 1200 0.443 	4087.835482	0	0.000000
6.0	2100 0.490 2100 0.641 2100 0.712 2100 0.664 1200 0.561 1200 0.904 1200 0.624 1200 0.548 	3556.654994	0	0.000000
7.0	2100 0.668 2100 0.777 2100 0.750 2100 0.751 1200 0.406 1200 0.684 1200 0.627 1200 0.367 	4055.651245	0	0.000000
8.0	2100 0.595 2100 0.561 2100 0.585 2100 0.400 1200 0.824 1200 0.541 1200 0.640 1200 1.000 	3133.126032	1	140.000000
9.0	2100 0.697 2100 0.621 2100 0.688 2100 0.625 1200 0.628 1200 0.643 1200 0.626 1200 0.772 	3723.108437	0	0.000000
10.0	2100 0.670 2100 0.488 2100 0.689 2100 0.738 1200 0.628 1200 0.777 1200 1.000 1200 0.576 	3700.468584	1	37.000000
11.0	2100 0.548 2100 0.427 2100 0.584 2100 0.550 1200 1.000 1200 0.866 1200 0.831 1200 0.800 	3151.629670	1	513.000000
12.0	2100 0.698 2100 0.513 2100 0.717 2100 0.726 1200 0.546 1200 0.928 1200 0.548 1200 0.537 	3737.096703	0	0.000000
13.0	2100 0.441 2100 0.850 2100 0.789 2100 0.819 1200 0.458 1200 0.480 1200 0.678 1200 0.659 	4019.484921	0	0.000000
14.0	2100 0.780 2100 0.871 2100 0.807 2100 0.475 1200 0.568 1200 0.643 1200 0.584 1200 0.698 	4089.138291	0	0.000000
15.0	2100 0.560 2100 0.601 2100 0.603 2100 0.429 1200 0.669 1200 1.000 1200 0.848 1200 1.000 	3262.149048	2	127.000000
16.0	2100 0.784 2100 0.902 2100 0.407 2100 0.806 1200 0.480 1200 0.337 1200 0.426 1200 0.602 	3965.683858	0	0.000000
17.0	2100 0.434 2100 0.691 2100 0.724 2100 0.686 1200 0.492 1200 0.700 1200 0.904 1200 0.625 	3604.329438	0	0.000000
18.0	2100 0.692 2100 0.785 2100 0.396 2100 0.653 1200 0.806 1200 0.968 1200 0.613 1200 0.573 	3622.969011	0	0.000000
19.0	2100 0.418 2100 0.579 2100 0.542 2100 0.576 1200 0.561 1200 0.502 1200 1.000 1200 1.000 	3106.206374	2	152.000000
20.0	2100 0.777 2100 0.389 2100 0.649 2100 0.608 1200 0.709 1200 0.706 1200 0.461 1200 0.658 	3438.653053	0	0.000000
21.0	2100 0.595 2100 0.567 2100 0.574 2100 0.000 1200 0.853 1200 1.000 1200 1.000 1200 0.789 	2687.982698	2	646.000000
